Month,Cancelled,Airline,Destination,DayOfWeek,ScheduledDepartureHour,ScheduledTime
February,0,AA,DFW,Tuesday,09,204
February,0,OO,SNA,Tuesday,09,90
February,0,VX,IAD,Tuesday,09,295
February,0,VX,BOS,Tuesday,09,335
February,0,OO,ASE,Tuesday,09,137
February,0,UA,LAX,Tuesday,09,94
February,0,UA,DEN,Tuesday,09,155
February,0,WN,SAN,Tuesday,09,85
February,0,HA,OGG,Tuesday,09,325
February,0,WN,LAS,Tuesday,10,95
February,0,UA,EWR,Tuesday,10,325
February,0,UA,ORD,Tuesday,10,256
February,0,AS,SEA,Tuesday,10,122
February,0,WN,LAX,Tuesday,10,80
February,0,F9,PHX,Tuesday,10,115
February,0,OO,SLC,Tuesday,10,109
February,0,B6,BOS,Tuesday,10,332
February,0,VX,AUS,Tuesday,10,200
February,0,OO,FAT,Tuesday,10,63
February,0,UA,AUS,Tuesday,10,208
February,0,UA,LAS,Tuesday,10,95
February,0,OO,ONT,Tuesday,10,80
February,0,OO,SBA,Tuesday,10,70
February,0,OO,MCI,Tuesday,10,211
February,0,OO,MSP,Tuesday,10,226
February,0,OO,OKC,Tuesday,10,191
February,0,OO,SMF,Tuesday,10,47
February,0,OO,SNA,Tuesday,10,90
February,0,OO,SAT,Tuesday,10,205
February,0,UA,LAX,Tuesday,10,95
February,0,UA,ORD,Tuesday,10,250
February,0,OO,TUS,Tuesday,10,125
February,0,OO,RNO,Tuesday,10,58
February,0,UA,ATL,Tuesday,10,277
February,0,UA,JFK,Tuesday,10,337
February,0,WN,SNA,Tuesday,10,90
February,0,OO,ABQ,Tuesday,10,139
February,0,AA,DFW,Tuesday,10,202
February,0,UA,IAH,Tuesday,10,230
February,0,UA,IAD,Tuesday,10,308
February,0,UA,PDX,Tuesday,10,112
February,0,UA,SAN,Tuesday,10,94
February,0,UA,DEN,Tuesday,10,153
February,0,OO,PSP,Tuesday,10,93
February,0,US,PHL,Tuesday,11,317
February,0,UA,EWR,Tuesday,11,329
February,0,OO,BFL,Tuesday,11,77
February,0,VX,LAX,Tuesday,11,80
February,0,WN,MKE,Tuesday,11,245
February,0,US,CLT,Tuesday,11,291
February,0,UA,PHL,Tuesday,11,317
February,0,OO,BOI,Tuesday,11,96
February,0,UA,ORD,Tuesday,11,258
February,0,WN,DEN,Tuesday,11,155
February,0,WN,SAN,Tuesday,11,90
February,0,UA,HNL,Tuesday,11,335
February,0,UA,SEA,Tuesday,11,130
February,0,UA,BOS,Tuesday,11,334
February,0,OO,SLC,Tuesday,11,113
February,0,DL,DTW,Tuesday,11,277
February,0,VX,DAL,Tuesday,11,200
February,0,VX,SAN,Tuesday,11,95
February,0,DL,JFK,Tuesday,11,329
February,0,WN,LAX,Tuesday,11,90
February,0,OO,ACV,Tuesday,11,85
February,0,WN,PHX,Tuesday,11,115
February,0,OO,DFW,Tuesday,11,211
February,0,AA,DFW,Tuesday,11,201
February,0,US,PHX,Tuesday,11,119
February,0,B6,JFK,Tuesday,12,330
February,0,UA,ORD,Tuesday,12,260
February,0,OO,CEC,Tuesday,12,97
February,0,UA,EWR,Tuesday,12,324
February,0,WN,ATL,Tuesday,12,270
February,0,OO,MFR,Tuesday,12,81
February,0,DL,ATL,Tuesday,12,278
February,0,AA,MIA,Tuesday,12,322
February,0,UA,IAH,Tuesday,12,226
February,0,OO,RDM,Tuesday,12,93
February,0,UA,LAX,Tuesday,12,93
February,0,UA,CLE,Tuesday,12,281
February,0,WN,LAS,Tuesday,12,90
February,0,UA,LAS,Tuesday,12,99
February,0,AA,ORD,Tuesday,12,251
February,0,VX,LAS,Tuesday,12,90
February,0,OO,BUR,Tuesday,12,72
February,0,DL,MSP,Tuesday,12,228
February,0,UA,DEN,Tuesday,12,152
February,0,OO,RDD,Tuesday,12,68
February,0,UA,IAH,Tuesday,12,217
February,0,OO,SBP,Tuesday,12,67
February,0,B6,LAS,Tuesday,12,95
February,0,AA,JFK,Tuesday,12,328
February,0,UA,SAN,Tuesday,12,93
February,0,UA,PHX,Tuesday,12,118
February,0,AA,LAX,Tuesday,12,87
February,0,AS,PDX,Tuesday,12,100
February,0,OO,SLC,Tuesday,12,109
February,0,AS,SEA,Tuesday,13,124
February,0,UA,IAD,Tuesday,13,299
February,0,VX,SEA,Tuesday,13,120
February,1,WN,LAX,Tuesday,13,85
February,0,UA,ORD,Tuesday,13,250
February,0,UA,MCO,Tuesday,13,305
February,0,OO,ONT,Tuesday,13,80
February,0,UA,FLL,Tuesday,13,323
February,0,UA,DFW,Tuesday,13,215
February,0,B6,LGB,Tuesday,13,82
February,0,WN,STL,Tuesday,13,230
February,0,OO,EUG,Tuesday,13,97
February,0,UA,EWR,Tuesday,13,325
February,0,UA,LAX,Tuesday,13,94
February,0,AA,DFW,Tuesday,13,205
February,0,DL,SLC,Tuesday,13,106
February,0,VX,LAX,Tuesday,13,80
February,0,UA,BOS,Tuesday,13,332
February,0,OO,MRY,Tuesday,13,46
February,0,WN,SNA,Tuesday,13,85
February,0,UA,SNA,Tuesday,13,90
February,0,VX,LAS,Tuesday,13,90
February,0,US,PHL,Tuesday,13,311
February,0,OO,PDX,Tuesday,13,107
February,0,WN,DEN,Tuesday,13,150
February,0,OO,ACV,Tuesday,13,85
February,0,OO,SBA,Tuesday,13,71
February,0,UA,DCA,Tuesday,13,306
February,0,VX,JFK,Tuesday,13,330
February,0,WN,LAS,Tuesday,13,90
February,0,WN,MDW,Tuesday,13,250
February,0,VX,EWR,Tuesday,14,305
February,0,OO,PSP,Tuesday,14,88
February,0,UA,ORD,Tuesday,14,259
February,0,UA,SEA,Tuesday,14,132
February,0,VX,IAD,Tuesday,14,295
February,0,WN,SAN,Tuesday,14,85
February,0,OO,BOI,Tuesday,14,99
February,0,UA,JFK,Tuesday,14,334
February,0,UA,DEN,Tuesday,14,150
February,0,UA,IND,Tuesday,14,253
February,0,UA,IAH,Tuesday,14,225
February,0,WN,DAL,Tuesday,14,200
February,0,DL,JFK,Tuesday,14,319
February,0,UA,LAX,Tuesday,14,89
February,0,B6,JFK,Tuesday,14,324
February,0,UA,MSY,Tuesday,14,247
February,0,OO,RNO,Tuesday,14,60
February,0,AA,DFW,Tuesday,14,202
February,0,AA,LAX,Tuesday,14,82
February,0,UA,LAS,Tuesday,14,99
February,0,AS,PSP,Tuesday,14,82
February,0,VX,LAS,Tuesday,14,90
February,0,OO,EUG,Tuesday,14,93
February,0,OO,SMF,Tuesday,14,47
February,0,OO,SNA,Tuesday,14,91
February,0,DL,MSP,Tuesday,15,221
February,0,UA,RDU,Tuesday,15,296
February,0,OO,AUS,Tuesday,15,208
February,0,AA,JFK,Tuesday,15,322
February,0,VX,SAN,Tuesday,15,85
February,0,UA,EWR,Tuesday,15,323
February,0,OO,SBA,Tuesday,15,71
February,0,OO,BUR,Tuesday,15,74
February,0,B6,FLL,Tuesday,15,311
February,0,F9,DEN,Tuesday,15,145
February,0,VX,LAX,Tuesday,15,80
February,0,WN,SAN,Tuesday,15,85
February,0,UA,LAX,Tuesday,15,89
February,0,OO,MMH,Tuesday,15,65
February,0,WN,LAX,Tuesday,15,75
February,0,AS,SEA,Tuesday,15,124
February,0,WN,SNA,Tuesday,15,80
February,0,OO,SLC,Tuesday,15,113
February,0,US,PHX,Tuesday,15,115
February,0,OO,SMF,Tuesday,15,47
February,0,UA,DEN,Tuesday,16,149
February,0,WN,PHX,Tuesday,16,110
February,0,OO,TUS,Tuesday,16,123
February,0,UA,HNL,Tuesday,16,338
February,0,VX,LAX,Tuesday,16,80
February,0,VX,AUS,Tuesday,16,200
February,0,OO,SBP,Tuesday,16,67
February,0,OO,STL,Tuesday,16,228
February,0,OO,MRY,Tuesday,16,47
February,0,OO,FAT,Tuesday,16,62
February,0,OO,MFR,Tuesday,16,79
February,0,OO,RNO,Tuesday,16,58
February,0,AA,DFW,Tuesday,16,198
February,0,UA,OGG,Tuesday,16,332
February,0,UA,BOS,Tuesday,16,339
February,0,UA,IAH,Tuesday,16,218
February,0,OO,ONT,Tuesday,16,80
February,0,UA,IAD,Tuesday,16,308
February,0,UA,LAX,Tuesday,16,88
February,0,OO,SAN,Tuesday,16,92
February,0,OO,PSP,Tuesday,16,86
February,0,VX,SEA,Tuesday,16,120
February,0,WN,LAX,Tuesday,16,80
February,0,UA,JFK,Tuesday,16,328
February,0,UA,ORD,Tuesday,16,253
February,0,UA,LAS,Tuesday,16,100
February,0,AS,PDX,Tuesday,17,100
February,0,UA,AUS,Tuesday,17,208
February,0,VX,DAL,Tuesday,17,200
February,0,UA,KOA,Tuesday,17,336
February,0,AA,DFW,Tuesday,17,195
February,0,OO,BOI,Tuesday,17,98
February,0,OO,PDX,Tuesday,17,107
February,0,UA,SEA,Tuesday,17,130
February,0,VX,LAX,Tuesday,17,75
February,0,VX,SAN,Tuesday,17,85
February,0,AA,ORD,Tuesday,17,243
February,0,UA,LAX,Tuesday,17,86
February,0,OO,SBA,Tuesday,17,69
February,0,OO,CEC,Tuesday,17,97
February,0,OO,BUR,Tuesday,17,74
February,0,WN,LAS,Tuesday,18,85
February,0,WN,SAN,Tuesday,18,85
February,0,OO,ONT,Tuesday,18,80
February,0,WN,LAX,Tuesday,18,95
February,0,UA,PDX,Tuesday,18,109
February,0,UA,PHX,Tuesday,18,118
February,0,AA,LAX,Tuesday,18,86
February,0,OO,ACV,Tuesday,18,82
February,0,OO,RDD,Tuesday,18,68
February,0,OO,DFW,Tuesday,18,193
February,0,UA,LAX,Tuesday,18,90
February,0,VX,LAX,Tuesday,18,80
February,0,OO,SNA,Tuesday,19,89
February,0,OO,SBP,Tuesday,19,67
February,0,WN,SNA,Tuesday,19,80
February,0,OO,SLC,Tuesday,19,101
February,0,UA,LAS,Tuesday,19,92
February,0,F9,DEN,Tuesday,19,142
February,0,B6,LGB,Tuesday,19,78
February,0,OO,TUS,Tuesday,19,125
February,0,OO,BFL,Tuesday,19,77
February,0,OO,SMF,Tuesday,19,47
February,0,AS,SEA,Tuesday,19,120
February,0,WN,SAN,Tuesday,19,85
February,0,UA,SEA,Tuesday,19,134
February,0,OO,EUG,Tuesday,19,93
February,0,OO,BOI,Tuesday,19,91
February,0,OO,SBA,Tuesday,19,68
February,0,UA,LAX,Tuesday,19,90
February,0,VX,LAS,Tuesday,19,90
February,0,OO,PSC,Tuesday,19,111
February,0,OO,BUR,Tuesday,20,74
February,0,UA,SNA,Tuesday,20,85
February,0,UA,SAN,Tuesday,20,90
February,0,OO,MFR,Tuesday,20,77
February,0,OO,RDM,Tuesday,20,93
February,0,AS,PDX,Tuesday,20,97
February,0,UA,PHX,Tuesday,20,117
February,1,WN,SNA,Tuesday,20,85
February,0,OO,LAS,Tuesday,20,89
February,0,WN,LAX,Tuesday,20,80
February,0,OO,SLC,Tuesday,20,103
February,0,AS,SEA,Tuesday,20,116
February,0,VX,SEA,Tuesday,20,120
February,0,VX,PDX,Tuesday,20,100
February,0,UA,PDX,Tuesday,20,105
February,0,VX,LAX,Tuesday,20,80
February,0,VX,SAN,Tuesday,20,85
February,0,AA,LAX,Tuesday,20,87
February,0,AS,SLC,Tuesday,20,110
February,0,OO,PSP,Tuesday,20,86
February,0,UA,JFK,Tuesday,21,326
February,0,DL,JFK,Tuesday,21,314
February,0,B6,JFK,Tuesday,21,321
February,0,AS,PSP,Tuesday,21,79
February,0,WN,PHX,Tuesday,21,110
February,0,DL,CVG,Tuesday,22,263
February,0,US,PHL,Tuesday,22,306
February,0,OO,RDD,Tuesday,22,65
February,0,AA,JFK,Tuesday,22,324
February,0,OO,EUG,Tuesday,22,91
February,0,UA,JFK,Tuesday,22,326
February,0,OO,PSP,Tuesday,22,87
February,0,US,CLT,Tuesday,22,282
February,0,OO,ACV,Tuesday,22,83
February,0,OO,FAT,Tuesday,22,57
February,0,UA,PHL,Tuesday,22,319
February,0,UA,BOS,Tuesday,22,327
February,0,UA,IAD,Tuesday,22,302
February,0,UA,LAX,Tuesday,22,82
February,0,OO,MRY,Tuesday,22,47
February,0,UA,LAS,Tuesday,22,90
February,0,UA,SEA,Tuesday,22,130
February,0,OO,MFR,Tuesday,22,77
February,0,OO,RNO,Tuesday,22,60
February,0,OO,ONT,Tuesday,22,80
February,0,B6,BOS,Tuesday,22,328
February,0,UA,EWR,Tuesday,22,323
February,0,UA,ORD,Tuesday,22,241
February,0,UA,PDX,Tuesday,22,112
February,0,DL,ATL,Tuesday,22,268
February,0,OO,SMF,Tuesday,23,44
February,0,VX,BOS,Tuesday,23,335
February,0,UA,ORD,Tuesday,23,248
February,0,VX,JFK,Tuesday,23,330
February,0,AA,ORD,Tuesday,23,238
February,0,UA,EWR,Tuesday,23,323
February,0,AA,MIA,Tuesday,23,310
February,0,AA,DFW,Wednesday,00,189
February,0,UA,IAH,Wednesday,00,212
February,0,UA,DEN,Wednesday,05,148
February,0,AA,DFW,Wednesday,06,204
February,0,B6,LGB,Wednesday,06,81
February,0,US,PHX,Wednesday,06,115
February,0,WN,DEN,Wednesday,06,150
February,0,F9,IAH,Wednesday,06,225
February,0,UA,ORD,Wednesday,06,254
February,0,UA,EWR,Wednesday,06,329
February,0,UA,LAX,Wednesday,06,95
February,0,UA,IAH,Wednesday,06,223
February,0,WN,LAX,Wednesday,06,80
February,0,WN,MDW,Wednesday,06,250
February,0,DL,MSP,Wednesday,06,226
February,0,DL,ATL,Wednesday,06,274
February,0,DL,JFK,Wednesday,06,324
February,0,UA,IAD,Wednesday,06,305
February,0,VX,LAX,Wednesday,06,75
February,0,WN,PHX,Wednesday,06,110
February,0,WN,LAS,Wednesday,06,90
February,0,OO,BOI,Wednesday,06,105
February,0,AA,JFK,Wednesday,07,330
February,0,AA,MIA,Wednesday,07,319
February,0,AS,SEA,Wednesday,07,120
February,0,B6,JFK,Wednesday,07,322
February,0,DL,DTW,Wednesday,07,275
February,0,UA,SEA,Wednesday,07,131
February,0,UA,JFK,Wednesday,07,339
February,0,WN,SNA,Wednesday,07,85
February,0,AA,LAX,Wednesday,07,89
February,0,UA,EWR,Wednesday,07,329
February,0,VX,JFK,Wednesday,07,330
February,0,AA,DFW,Wednesday,07,205
February,0,OO,SBP,Wednesday,07,67
February,0,US,CLT,Wednesday,07,290
February,0,VX,DAL,Wednesday,07,200
February,0,VX,SAN,Wednesday,07,85
February,0,UA,LAX,Wednesday,07,95
February,0,WN,SAN,Wednesday,07,85
February,0,UA,IAD,Wednesday,07,300
February,0,DL,ATL,Wednesday,07,274
February,0,WN,LAX,Wednesday,07,85
February,0,OO,SMF,Wednesday,07,47
February,0,OO,PDX,Wednesday,07,107
February,0,B6,BOS,Wednesday,08,329
February,0,UA,BOS,Wednesday,08,336
February,0,VX,SEA,Wednesday,08,125
February,0,OO,RNO,Wednesday,08,58
February,0,OO,SEA,Wednesday,08,125
February,0,UA,ORD,Wednesday,08,252
February,0,UA,DEN,Wednesday,08,154
February,0,UA,SAN,Wednesday,08,93
February,0,VX,LAX,Wednesday,08,80
February,0,AA,DFW,Wednesday,08,204
February,0,UA,EWR,Wednesday,08,330
February,0,VX,DCA,Wednesday,08,295
February,0,OO,SNA,Wednesday,08,90
February,0,VX,EWR,Wednesday,08,315
February,0,OO,ONT,Wednesday,08,80
February,0,OO,BUR,Wednesday,08,76
February,0,VX,FLL,Wednesday,08,315
February,0,AA,ORD,Wednesday,08,254
February,0,DL,MSP,Wednesday,08,222
February,0,US,PHL,Wednesday,08,317
February,0,OO,EUG,Wednesday,08,93
February,0,DL,JFK,Wednesday,08,325
February,0,UA,LAX,Wednesday,08,90
February,0,OO,PSP,Wednesday,08,91
February,0,OO,SBA,Wednesday,08,85
February,0,OO,SBP,Wednesday,08,67
February,0,UA,IAD,Wednesday,08,299
February,0,OO,SMF,Wednesday,08,47
February,0,WN,ATL,Wednesday,08,270
February,0,UA,IAH,Wednesday,08,230
February,0,UA,PDX,Wednesday,08,109
February,0,OO,ACV,Wednesday,08,85
February,0,AA,JFK,Wednesday,08,331
February,0,UA,OGG,Wednesday,08,335
February,0,OO,DFW,Wednesday,08,211
February,0,HA,HNL,Wednesday,08,335
February,0,OO,SNA,Wednesday,08,90
February,0,UA,AUS,Wednesday,08,205
February,0,UA,JFK,Wednesday,08,337
February,0,OO,SLC,Wednesday,08,113
February,0,US,CLT,Wednesday,08,291
February,0,AS,PDX,Wednesday,09,107
February,0,DL,ATL,Wednesday,09,273
February,0,WN,LAX,Wednesday,09,90
February,0,F9,DEN,Wednesday,09,144
February,0,UA,LIH,Wednesday,09,348
February,0,AA,LAX,Wednesday,09,87
February,0,UA,PHX,Wednesday,09,118
February,0,UA,HNL,Wednesday,09,342
February,0,UA,LAS,Wednesday,09,98
February,0,UA,MCO,Wednesday,09,303
February,0,UA,KOA,Wednesday,09,336
February,0,AS,SEA,Wednesday,09,120
February,0,US,PHX,Wednesday,09,114
February,0,VX,ORD,Wednesday,09,250
February,0,VX,LAS,Wednesday,09,90
February,0,VX,JFK,Wednesday,09,335
February,0,B6,LAS,Wednesday,09,96
February,0,AA,DFW,Wednesday,09,204
February,0,VX,BOS,Wednesday,09,335
February,0,VX,IAD,Wednesday,09,295
February,0,OO,ASE,Wednesday,09,137
February,0,UA,LAX,Wednesday,09,94
February,0,UA,DEN,Wednesday,09,157
February,0,WN,SAN,Wednesday,09,85
February,0,HA,OGG,Wednesday,09,325
February,0,WN,LAS,Wednesday,10,95
February,0,UA,ORD,Wednesday,10,254
February,0,UA,EWR,Wednesday,10,325
February,0,AS,SEA,Wednesday,10,122
February,0,WN,LAX,Wednesday,10,80
February,0,F9,PHX,Wednesday,10,115
February,0,OO,SLC,Wednesday,10,109
February,0,B6,BOS,Wednesday,10,332
February,0,VX,AUS,Wednesday,10,200
February,0,OO,FAT,Wednesday,10,63
February,0,UA,LAS,Wednesday,10,95
February,0,UA,LAX,Wednesday,10,95
February,0,UA,AUS,Wednesday,10,208
February,0,OO,ONT,Wednesday,10,80
February,0,OO,SBA,Wednesday,10,70
February,0,OO,MCI,Wednesday,10,211
February,0,OO,MSP,Wednesday,10,226
February,0,OO,OKC,Wednesday,10,191
February,0,OO,SMF,Wednesday,10,47
February,0,OO,SNA,Wednesday,10,90
February,0,OO,SAT,Wednesday,10,205
February,0,UA,ORD,Wednesday,10,254
February,0,OO,TUS,Wednesday,10,125
February,0,OO,RNO,Wednesday,10,58
February,0,UA,SAN,Wednesday,10,94
February,0,UA,ATL,Wednesday,10,277
February,0,UA,JFK,Wednesday,10,337
February,0,WN,SNA,Wednesday,10,90
February,0,OO,SUN,Wednesday,10,110
February,0,AA,DFW,Wednesday,10,202
February,0,UA,IAH,Wednesday,10,230
February,0,UA,PDX,Wednesday,10,112
February,0,UA,DEN,Wednesday,10,153
February,0,OO,PSP,Wednesday,10,93
February,0,US,PHL,Wednesday,11,317
February,0,UA,EWR,Wednesday,11,329
February,0,OO,BFL,Wednesday,11,77
February,0,VX,LAX,Wednesday,11,80
February,0,WN,MKE,Wednesday,11,245
February,0,UA,PHL,Wednesday,11,317
February,0,US,CLT,Wednesday,11,291
February,0,OO,BOI,Wednesday,11,96
February,0,UA,SEA,Wednesday,11,130
February,0,UA,ORD,Wednesday,11,258
February,0,WN,DEN,Wednesday,11,155
February,0,WN,SAN,Wednesday,11,90
February,0,UA,HNL,Wednesday,11,335
February,0,UA,BOS,Wednesday,11,334
February,0,OO,ABQ,Wednesday,11,139
February,0,OO,SLC,Wednesday,11,113
February,0,DL,DTW,Wednesday,11,277
February,0,VX,DAL,Wednesday,11,200
February,0,DL,JFK,Wednesday,11,329
February,0,VX,SAN,Wednesday,11,95
February,0,WN,LAX,Wednesday,11,90
February,0,OO,ACV,Wednesday,11,85
February,0,WN,PHX,Wednesday,11,115
February,0,OO,DFW,Wednesday,11,211
February,0,AA,DFW,Wednesday,11,201
February,0,US,PHX,Wednesday,11,119
February,0,B6,JFK,Wednesday,12,330
February,0,UA,ORD,Wednesday,12,260
February,0,UA,IAH,Wednesday,12,223
February,0,OO,CEC,Wednesday,12,97
February,0,UA,EWR,Wednesday,12,324
February,0,WN,ATL,Wednesday,12,270
February,0,OO,MFR,Wednesday,12,81
February,0,DL,ATL,Wednesday,12,278
February,0,AA,MIA,Wednesday,12,322
February,0,OO,RDM,Wednesday,12,93
February,0,UA,LAX,Wednesday,12,92
February,0,UA,CLE,Wednesday,12,281
February,0,WN,LAS,Wednesday,12,90
February,0,UA,LAS,Wednesday,12,99
February,0,B6,LAS,Wednesday,12,98
February,0,AA,ORD,Wednesday,12,251
February,0,VX,LAS,Wednesday,12,90
February,0,OO,BUR,Wednesday,12,72
February,0,DL,MSP,Wednesday,12,228
February,0,UA,DEN,Wednesday,12,152
February,0,OO,RDD,Wednesday,12,68
February,0,UA,IAH,Wednesday,12,217
February,0,OO,SBP,Wednesday,12,67
February,0,AA,JFK,Wednesday,12,328
February,0,UA,PHX,Wednesday,12,118
February,0,UA,SAN,Wednesday,12,93
February,0,AA,LAX,Wednesday,12,87
February,0,AS,PDX,Wednesday,12,100
February,0,OO,SLC,Wednesday,12,109
February,0,AS,SEA,Wednesday,13,124
February,0,UA,ORD,Wednesday,13,254
February,0,UA,MCO,Wednesday,13,305
February,0,UA,IAD,Wednesday,13,299
February,0,VX,SEA,Wednesday,13,120
February,0,WN,LAX,Wednesday,13,85
February,0,OO,JAC,Wednesday,13,127
February,0,OO,ONT,Wednesday,13,80
February,0,UA,DFW,Wednesday,13,215
February,0,UA,FLL,Wednesday,13,323
February,0,B6,LGB,Wednesday,13,82
February,0,UA,LAX,Wednesday,13,95
February,0,WN,STL,Wednesday,13,230
February,0,OO,EUG,Wednesday,13,97
February,0,AA,DFW,Wednesday,13,205
February,0,DL,SLC,Wednesday,13,106
February,0,US,CLT,Wednesday,13,291
February,0,UA,SNA,Wednesday,13,90
February,0,VX,LAX,Wednesday,13,75
February,0,UA,BOS,Wednesday,13,338
February,0,OO,MRY,Wednesday,13,46
February,0,WN,SNA,Wednesday,13,85
February,0,OO,MTJ,Wednesday,13,129
February,0,OO,PSP,Wednesday,13,88
February,0,US,PHL,Wednesday,13,311
February,0,VX,LAS,Wednesday,13,90
February,0,UA,ORD,Wednesday,13,259
February,0,WN,DEN,Wednesday,13,150
February,0,OO,SBA,Wednesday,13,71
February,0,OO,ACV,Wednesday,13,85
February,0,B6,JFK,Wednesday,13,323
February,0,UA,DCA,Wednesday,13,306
February,0,VX,JFK,Wednesday,13,330
February,0,WN,LAS,Wednesday,13,90
February,0,WN,MDW,Wednesday,13,250
February,0,VX,EWR,Wednesday,14,305
February,0,UA,SEA,Wednesday,14,132
February,0,VX,IAD,Wednesday,14,295
February,0,WN,SAN,Wednesday,14,85
February,0,OO,BOI,Wednesday,14,99
February,0,UA,JFK,Wednesday,14,334
February,0,UA,DEN,Wednesday,14,150
February,0,OO,PDX,Wednesday,14,107
February,0,UA,IND,Wednesday,14,253
February,0,UA,IAH,Wednesday,14,225
February,0,WN,DAL,Wednesday,14,200
February,0,DL,JFK,Wednesday,14,319
February,0,UA,LAX,Wednesday,14,89
February,0,OO,RNO,Wednesday,14,60
February,0,AA,DFW,Wednesday,14,202
February,0,UA,LAS,Wednesday,14,100
February,0,AA,LAX,Wednesday,14,82
February,0,AS,PSP,Wednesday,14,82
February,0,OO,EUG,Wednesday,14,95
February,0,OO,SMF,Wednesday,14,47
February,0,OO,SNA,Wednesday,14,91
February,0,DL,MSP,Wednesday,15,225
February,0,UA,MSY,Wednesday,15,247
February,0,OO,AUS,Wednesday,15,208
February,0,AA,JFK,Wednesday,15,322
February,0,VX,LAS,Wednesday,15,90
February,0,VX,SAN,Wednesday,15,85
February,0,OO,SBA,Wednesday,15,71
February,1,OO,BUR,Wednesday,15,74
February,0,B6,FLL,Wednesday,15,311
February,0,F9,DEN,Wednesday,15,145
February,0,VX,LAX,Wednesday,15,80
February,0,WN,SAN,Wednesday,15,85
February,0,OO,MMH,Wednesday,15,65
February,0,WN,LAX,Wednesday,15,75
February,0,UA,LAX,Wednesday,15,89
February,0,AS,SEA,Wednesday,15,124
February,0,B6,JFK,Wednesday,15,321
February,0,WN,SNA,Wednesday,15,80
February,0,US,PHX,Wednesday,15,115
February,0,OO,SMF,Wednesday,15,47
February,0,UA,DEN,Wednesday,16,148
February,0,UA,RDU,Wednesday,16,298
February,0,WN,PHX,Wednesday,16,110
February,0,OO,TUS,Wednesday,16,123
February,0,VX,AUS,Wednesday,16,200
February,0,VX,LAX,Wednesday,16,80
February,0,OO,SBP,Wednesday,16,67
February,0,OO,STL,Wednesday,16,228
February,0,OO,MRY,Wednesday,16,47
February,0,OO,FAT,Wednesday,16,62
February,0,OO,MFR,Wednesday,16,79
February,0,UA,HNL,Wednesday,16,338
February,0,UA,EWR,Wednesday,16,320
February,0,OO,RNO,Wednesday,16,58
February,0,AA,DFW,Wednesday,16,198
February,0,UA,OGG,Wednesday,16,332
February,0,UA,BOS,Wednesday,16,339
February,0,OO,ONT,Wednesday,16,80
February,0,UA,IAH,Wednesday,16,218
February,0,UA,IAD,Wednesday,16,308
February,0,UA,LAX,Wednesday,16,88
February,0,OO,SAN,Wednesday,16,92
February,0,UA,AUS,Wednesday,16,208
February,0,OO,PSP,Wednesday,16,88
February,0,VX,SEA,Wednesday,16,120
February,0,WN,LAX,Wednesday,16,80
February,0,UA,JFK,Wednesday,16,328
February,0,UA,ORD,Wednesday,16,253
February,0,AS,PDX,Wednesday,17,100
February,0,VX,PSP,Wednesday,17,80
February,0,US,PHX,Wednesday,17,122
February,0,VX,DAL,Wednesday,17,200
February,0,UA,LAS,Wednesday,17,99
February,0,UA,KOA,Wednesday,17,336
February,0,AA,DFW,Wednesday,17,195
February,0,UA,PDX,Wednesday,17,107
February,0,OO,BOI,Wednesday,17,98
February,0,UA,SEA,Wednesday,17,130
February,0,VX,LAX,Wednesday,17,75
February,0,VX,SAN,Wednesday,17,85
February,0,AA,ORD,Wednesday,17,243
February,0,UA,LAX,Wednesday,17,86
February,0,OO,SBA,Wednesday,17,69
February,0,OO,CEC,Wednesday,17,97
February,0,OO,BUR,Wednesday,17,74
February,0,WN,LAS,Wednesday,18,85
February,0,WN,SAN,Wednesday,18,85
February,0,OO,ONT,Wednesday,18,80
February,0,WN,LAX,Wednesday,18,95
February,0,UA,PDX,Wednesday,18,110
February,0,UA,PHX,Wednesday,18,118
February,0,AA,LAX,Wednesday,18,86
February,0,OO,ACV,Wednesday,18,82
February,0,OO,RDD,Wednesday,18,68
February,0,OO,DFW,Wednesday,18,193
February,0,UA,LAX,Wednesday,18,90
February,0,VX,LAX,Wednesday,18,80
February,0,OO,AUS,Wednesday,18,199
February,0,OO,SBP,Wednesday,19,67
February,0,WN,SNA,Wednesday,19,80
February,0,OO,SNA,Wednesday,19,89
February,0,OO,SLC,Wednesday,19,101
February,0,F9,DEN,Wednesday,19,142
February,0,B6,LGB,Wednesday,19,78
February,0,UA,LAS,Wednesday,19,91
February,0,OO,TUS,Wednesday,19,125
February,0,OO,BFL,Wednesday,19,77
February,0,OO,SMF,Wednesday,19,47
February,0,AS,SEA,Wednesday,19,120
February,0,UA,SEA,Wednesday,19,134
February,0,WN,SAN,Wednesday,19,85
February,0,OO,EUG,Wednesday,19,93
February,0,OO,BOI,Wednesday,19,91
February,0,UA,LAX,Wednesday,19,90
February,0,VX,LAS,Wednesday,19,90
February,0,OO,PSC,Wednesday,19,111
February,0,OO,BUR,Wednesday,20,74
February,0,UA,SNA,Wednesday,20,84
February,0,UA,SAN,Wednesday,20,90
February,0,OO,MFR,Wednesday,20,77
February,0,OO,RDM,Wednesday,20,93
February,0,AS,PDX,Wednesday,20,97
February,0,UA,PHX,Wednesday,20,116
February,0,WN,SNA,Wednesday,20,85
February,1,OO,TUS,Wednesday,20,125
February,0,OO,LAS,Wednesday,20,89
