Month,Cancelled,Airline,Destination,DayOfWeek,ScheduledDepartureHour,ScheduledTime
January,0,US,CLT,Thursday,00,286
January,0,DL,MSP,Thursday,00,217
January,0,AA,DFW,Thursday,00,195
January,0,UA,IAH,Thursday,00,218
January,0,UA,DEN,Thursday,05,146
January,0,WN,DEN,Thursday,05,150
January,0,WN,ATL,Thursday,06,280
January,0,UA,ORD,Thursday,06,257
January,0,UA,LAX,Thursday,06,88
January,0,US,PHX,Thursday,06,114
January,1,AA,DFW,Thursday,06,210
January,0,F9,IAH,Thursday,06,225
January,0,UA,EWR,Thursday,06,331
January,0,B6,LGB,Thursday,06,81
January,0,DL,SLC,Thursday,06,109
January,0,UA,IAH,Thursday,06,233
January,0,DL,ATL,Thursday,06,270
January,0,UA,EWR,Thursday,06,329
January,0,DL,JFK,Thursday,06,325
January,0,OO,SAN,Thursday,06,92
January,0,DL,MSP,Thursday,06,228
January,0,VX,LAX,Thursday,06,80
January,0,B6,JFK,Thursday,06,322
January,0,UA,EWR,Thursday,07,326
January,0,UA,IAH,Thursday,07,232
January,0,AA,MIA,Thursday,07,324
January,0,AS,SEA,Thursday,07,120
January,0,DL,DTW,Thursday,07,273
January,0,OO,BOI,Thursday,07,102
January,0,VX,JFK,Thursday,07,329
January,0,AA,DFW,Thursday,07,210
January,0,US,CLT,Thursday,07,292
January,0,OO,SBP,Thursday,07,69
January,0,UA,ORD,Thursday,07,257
January,0,WN,LAS,Thursday,07,90
January,0,AA,JFK,Thursday,07,340
January,0,AA,LAX,Thursday,07,85
January,0,OO,SMF,Thursday,07,48
January,0,DL,ATL,Thursday,07,271
January,0,UA,IAD,Thursday,07,299
January,0,VX,EWR,Thursday,08,330
January,0,VX,LAX,Thursday,08,80
January,0,VX,DCA,Thursday,08,300
January,0,B6,BOS,Thursday,08,329
January,0,UA,DEN,Thursday,08,153
January,0,UA,HNL,Thursday,08,334
January,0,OO,EUG,Thursday,08,95
January,0,OO,SNA,Thursday,08,92
January,0,AA,DFW,Thursday,08,210
January,0,VX,FLL,Thursday,08,320
January,0,AA,ORD,Thursday,08,250
January,0,UA,EWR,Thursday,08,336
January,0,US,PHL,Thursday,08,317
January,0,UA,IAH,Thursday,08,230
January,0,DL,JFK,Thursday,08,325
January,0,OO,LAS,Thursday,08,96
January,0,OO,MFR,Thursday,08,107
January,0,UA,SEA,Thursday,08,133
January,0,OO,MMH,Thursday,08,65
January,0,OO,CEC,Thursday,08,94
January,0,OO,SBP,Thursday,08,68
January,0,OO,SBA,Thursday,08,84
January,0,OO,RNO,Thursday,08,61
January,0,OO,SLC,Thursday,08,112
January,0,OO,ASE,Thursday,08,135
January,0,UA,IAD,Thursday,08,299
January,0,UA,PDX,Thursday,08,112
January,0,HA,HNL,Thursday,08,330
January,0,US,CLT,Thursday,08,293
January,0,UA,LAX,Thursday,08,88
January,0,UA,JFK,Thursday,08,336
January,0,AA,JFK,Thursday,08,340
January,0,OO,ONT,Thursday,08,78
January,0,VX,LAS,Thursday,09,90
January,0,AA,LAX,Thursday,09,90
January,0,AS,PDX,Thursday,09,101
January,0,DL,MSP,Thursday,09,223
January,0,DL,ATL,Thursday,09,271
January,0,F9,DEN,Thursday,09,144
January,0,OO,PSP,Thursday,09,86
January,0,UA,LIH,Thursday,09,342
January,0,OO,BZN,Thursday,09,141
January,0,UA,HNL,Thursday,09,324
January,0,WN,LAX,Thursday,09,80
January,0,OO,SMF,Thursday,09,47
January,0,UA,PHX,Thursday,09,119
January,0,US,PHX,Thursday,09,113
January,0,UA,OGG,Thursday,09,320
January,0,UA,DEN,Thursday,09,152
January,0,VX,JFK,Thursday,09,339
January,0,VX,IAD,Thursday,09,300
January,0,AS,SEA,Thursday,09,125
January,0,AA,DFW,Thursday,09,210
January,0,VX,BOS,Thursday,09,335
January,0,OO,SNA,Thursday,09,92
January,0,UA,MCO,Thursday,09,310
January,0,UA,IAH,Thursday,09,230
January,0,UA,KOA,Thursday,09,326
January,0,HA,OGG,Thursday,09,325
January,0,UA,ORD,Thursday,09,256
January,0,WN,LAS,Thursday,09,85
January,0,UA,LAX,Thursday,09,94
January,0,UA,IAD,Thursday,10,305
January,0,VX,SAN,Thursday,10,90
January,0,WN,LAX,Thursday,10,80
January,0,AS,SEA,Thursday,10,122
January,0,OO,MRY,Thursday,10,44
January,0,F9,PHX,Thursday,10,115
January,0,OO,EUG,Thursday,10,95
January,0,UA,EWR,Thursday,10,336
January,0,B6,BOS,Thursday,10,332
January,0,VX,AUS,Thursday,10,205
January,0,UA,DFW,Thursday,10,214
January,0,OO,SBA,Thursday,10,83
January,0,OO,MCI,Thursday,10,215
January,0,OO,FAT,Thursday,10,66
January,0,OO,BOI,Thursday,10,96
January,0,UA,ORD,Thursday,10,262
January,0,UA,LAS,Thursday,10,96
January,0,UA,STL,Thursday,10,230
January,0,UA,MSP,Thursday,10,226
January,0,OO,OKC,Thursday,10,195
January,0,OO,RNO,Thursday,10,59
January,0,OO,TUS,Thursday,10,121
January,0,OO,ONT,Thursday,10,78
January,0,OO,BUR,Thursday,10,72
January,0,UA,SEA,Thursday,10,133
January,0,AA,DFW,Thursday,10,210
January,0,OO,ABQ,Thursday,10,141
January,0,UA,ATL,Thursday,10,281
January,0,UA,ORD,Thursday,10,259
January,0,UA,JFK,Thursday,10,330
January,0,UA,IAH,Thursday,10,230
January,0,OO,SUN,Thursday,10,113
January,0,OO,SAT,Thursday,10,214
January,0,UA,PDX,Thursday,10,112
January,0,UA,AUS,Thursday,10,213
January,0,UA,SAN,Thursday,11,91
January,0,US,PHL,Thursday,11,318
January,0,DL,DTW,Thursday,11,279
January,0,UA,LAX,Thursday,11,93
January,0,VX,LAX,Thursday,11,80
January,0,UA,BOS,Thursday,11,338
January,0,US,CLT,Thursday,11,293
January,0,WN,MKE,Thursday,11,240
January,0,UA,HNL,Thursday,11,324
January,0,VX,ORD,Thursday,11,255
January,0,UA,PHL,Thursday,11,323
January,0,UA,DEN,Thursday,11,150
January,0,WN,SAN,Thursday,11,90
January,0,WN,LAX,Thursday,11,80
January,0,OO,PSP,Thursday,11,87
January,0,UA,ORD,Thursday,11,261
January,0,UA,IAD,Thursday,11,309
January,0,VX,DAL,Thursday,11,200
January,0,WN,DEN,Thursday,11,150
January,0,AA,DFW,Thursday,11,210
January,0,WN,LAS,Thursday,11,85
January,0,AA,MIA,Thursday,11,321
January,0,OO,SMF,Thursday,11,47
January,0,OO,ACV,Thursday,11,81
January,0,OO,SLC,Thursday,11,112
January,0,US,PHX,Thursday,11,111
January,0,B6,JFK,Thursday,12,330
January,0,UA,IAH,Thursday,12,227
January,0,UA,LAX,Thursday,12,93
January,0,UA,LAS,Thursday,12,97
January,0,WN,SNA,Thursday,12,85
January,0,AA,LAX,Thursday,12,80
January,0,UA,EWR,Thursday,12,335
January,0,VX,LAS,Thursday,12,90
January,0,AA,ORD,Thursday,12,255
January,0,OO,MFR,Thursday,12,82
January,0,OO,JAC,Thursday,12,130
January,0,DL,MSP,Thursday,12,221
January,0,WN,STL,Thursday,12,230
January,0,OO,FAT,Thursday,12,61
January,0,OO,BUR,Thursday,12,72
January,0,OO,RDD,Thursday,12,67
January,0,AA,JFK,Thursday,12,330
January,0,OO,SBP,Thursday,12,69
January,0,UA,SAN,Thursday,12,92
January,0,UA,ORD,Thursday,12,250
January,0,WN,LAX,Thursday,12,80
January,0,UA,PHX,Thursday,12,122
January,0,OO,RNO,Thursday,12,61
January,0,OO,ONT,Thursday,12,78
January,0,AS,PDX,Thursday,12,98
January,0,OO,PSP,Thursday,12,87
January,0,UA,IAD,Thursday,13,299
January,0,AS,SEA,Thursday,13,123
January,0,OO,SLC,Thursday,13,105
January,0,OO,SBA,Thursday,13,83
January,0,UA,CLE,Thursday,13,280
January,0,DL,DTW,Thursday,13,270
January,0,AA,DFW,Thursday,13,210
January,0,B6,LGB,Thursday,13,82
January,0,DL,SLC,Thursday,13,106
January,0,OO,MRY,Thursday,13,46
January,0,OO,LAS,Thursday,13,96
January,0,UA,EWR,Thursday,13,336
January,0,US,CLT,Thursday,13,290
January,0,WN,ATL,Thursday,13,270
January,0,UA,LAX,Thursday,13,96
January,0,UA,SEA,Thursday,13,130
January,0,UA,JFK,Thursday,13,330
January,0,VX,LAX,Thursday,13,75
January,0,OO,EUG,Thursday,13,96
January,0,WN,DEN,Thursday,13,150
January,0,UA,SNA,Thursday,13,91
January,0,VX,LAS,Thursday,13,90
January,0,WN,SAN,Thursday,13,95
January,0,US,PHL,Thursday,13,310
January,0,OO,PDX,Thursday,13,110
January,0,VX,JFK,Thursday,13,330
January,0,UA,DCA,Thursday,13,303
January,0,WN,LAS,Thursday,13,90
January,0,UA,IAH,Thursday,13,210
January,0,UA,ORD,Thursday,13,257
January,0,UA,DFW,Thursday,13,205
January,0,OO,SMF,Thursday,13,47
January,0,OO,PSP,Thursday,13,86
January,0,UA,FLL,Thursday,14,329
January,0,VX,EWR,Thursday,14,330
January,0,UA,MCO,Thursday,14,310
January,0,OO,SAT,Thursday,14,210
January,0,WN,SNA,Thursday,14,85
January,0,OO,TUS,Thursday,14,125
January,0,DL,ATL,Thursday,14,269
January,0,AA,ORD,Thursday,14,255
January,0,UA,IAH,Thursday,14,225
January,0,WN,MDW,Thursday,14,250
January,0,OO,BFL,Thursday,14,77
January,0,UA,DEN,Thursday,14,147
January,0,OO,BOI,Thursday,14,96
January,0,VX,SEA,Thursday,14,120
January,0,AA,DFW,Thursday,14,205
January,0,OO,ACV,Thursday,14,83
January,0,UA,IND,Thursday,14,258
January,0,OO,BUR,Thursday,14,74
January,0,VX,LAS,Thursday,14,90
January,0,VX,IAD,Thursday,14,300
January,0,B6,FLL,Thursday,14,312
January,0,UA,EWR,Thursday,14,322
January,0,WN,PHX,Thursday,14,110
January,0,AS,PSP,Thursday,14,84
January,0,OO,LAS,Thursday,14,94
January,0,UA,BOS,Thursday,14,333
January,0,UA,IAD,Thursday,14,299
January,0,AA,JFK,Thursday,15,325
January,0,OO,RDM,Thursday,15,92
January,0,OO,SLC,Thursday,15,114
January,0,UA,DEN,Thursday,15,153
January,0,UA,JFK,Thursday,15,326
January,0,VX,SAN,Thursday,15,85
January,0,WN,LAX,Thursday,15,85
January,0,DL,JFK,Thursday,15,319
January,0,UA,LAX,Thursday,15,90
January,0,OO,AUS,Thursday,15,215
January,0,F9,DEN,Thursday,15,145
January,0,UA,ANC,Thursday,15,298
January,0,OO,MMH,Thursday,15,65
January,0,VX,LAX,Thursday,15,80
January,0,WN,SAN,Thursday,15,90
January,0,VX,ORD,Thursday,15,255
January,0,AS,SEA,Thursday,15,119
January,0,US,PHX,Thursday,15,115
January,0,OO,SBP,Thursday,15,68
January,0,OO,SBA,Thursday,15,83
January,0,AA,DFW,Thursday,15,205
January,0,OO,SAN,Thursday,15,91
January,0,OO,SNA,Thursday,15,89
January,0,UA,RDU,Thursday,16,299
January,0,OO,EUG,Thursday,16,95
January,0,OO,FAT,Thursday,16,61
January,0,UA,EWR,Thursday,16,323
January,0,UA,HNL,Thursday,16,334
January,0,UA,SEA,Thursday,16,131
January,0,VX,LAX,Thursday,16,80
January,0,OO,CEC,Thursday,16,94
January,0,UA,IAH,Thursday,16,220
January,0,OO,ONT,Thursday,16,78
January,0,OO,PDX,Thursday,16,110
January,0,UA,OGG,Thursday,16,320
January,0,OO,SMF,Thursday,16,46
January,0,OO,STL,Thursday,16,237
January,0,OO,BOI,Thursday,16,98
January,0,WN,LAX,Thursday,16,80
January,0,UA,LAX,Thursday,16,87
January,0,OO,ASE,Thursday,16,135
January,0,VX,AUS,Thursday,16,205
January,0,VX,SEA,Thursday,16,125
January,0,UA,ORD,Thursday,16,249
January,0,OO,MFR,Thursday,16,101
January,0,WN,PHX,Thursday,16,110
January,0,OO,RNO,Thursday,16,59
January,0,UA,LAS,Thursday,16,96
January,0,OO,MSP,Thursday,16,234
January,0,VX,PSP,Thursday,17,85
January,0,AS,PDX,Thursday,17,100
January,0,OO,SBA,Thursday,17,83
January,0,WN,SNA,Thursday,17,85
January,0,US,PHX,Thursday,17,120
January,0,OO,MCI,Thursday,17,216
January,0,AA,DFW,Thursday,17,205
January,0,AA,ORD,Thursday,17,250
January,0,VX,DAL,Thursday,17,200
January,0,UA,KOA,Thursday,17,332
January,0,OO,EUG,Thursday,17,95
January,0,VX,SAN,Thursday,17,85
January,0,WN,SAN,Thursday,17,90
January,0,WN,LAX,Thursday,17,85
January,0,UA,DEN,Thursday,17,150
January,0,DL,HNL,Thursday,17,342
January,0,OO,ACV,Thursday,18,83
January,0,AA,LAX,Thursday,18,80
January,0,OO,PSP,Thursday,18,87
January,0,VX,LAS,Thursday,18,90
January,0,UA,ORD,Thursday,18,238
January,0,UA,OGG,Thursday,18,332
January,0,OO,ONT,Thursday,18,78
January,0,OO,SLC,Thursday,18,100
January,0,OO,SAN,Thursday,18,92
January,0,AS,SEA,Thursday,18,124
January,0,OO,RDD,Thursday,18,69
January,0,VX,LAX,Thursday,18,80
January,0,WN,LAS,Thursday,18,85
January,0,UA,HNL,Thursday,18,341
January,0,OO,RNO,Thursday,18,61
January,0,UA,SEA,Thursday,18,125
January,0,OO,SBP,Thursday,18,65
January,0,OO,DFW,Thursday,19,214
January,0,OO,SNA,Thursday,19,90
January,0,OO,SMF,Thursday,19,47
January,0,UA,ORD,Thursday,19,243
January,0,VX,LAX,Thursday,19,80
January,0,WN,SNA,Thursday,19,85
January,0,F9,DEN,Thursday,19,142
January,0,B6,LGB,Thursday,19,78
January,0,UA,DEN,Thursday,19,153
January,0,UA,LAX,Thursday,19,83
January,0,OO,ACV,Thursday,19,83
January,0,OO,TUS,Thursday,19,123
January,0,WN,SAN,Thursday,19,95
January,0,AS,SEA,Thursday,19,122
January,0,OO,BFL,Thursday,19,77
January,0,OO,COS,Thursday,19,151
January,0,UA,SNA,Thursday,19,90
January,0,UA,PDX,Thursday,19,107
January,0,VX,LAS,Thursday,19,90
January,0,UA,LAS,Thursday,19,96
January,0,VX,SAN,Thursday,19,85
January,0,UA,SEA,Thursday,19,132
January,0,WN,LAX,Thursday,20,80
January,0,OO,SLC,Thursday,20,104
January,0,AA,LAX,Thursday,20,90
January,0,OO,BUR,Thursday,20,72
January,0,OO,MFR,Thursday,20,78
January,0,OO,PHX,Thursday,20,116
January,0,OO,SBA,Thursday,20,83
January,0,VX,LAX,Thursday,20,80
January,0,AS,PDX,Thursday,20,99
January,0,OO,PSC,Thursday,20,111
January,0,OO,PSP,Thursday,20,83
January,0,US,PHX,Thursday,20,115
January,0,UA,SNA,Thursday,20,87
January,0,VX,LAS,Thursday,20,90
January,0,VX,SEA,Thursday,20,125
January,0,VX,PDX,Thursday,20,105
January,0,AS,SEA,Thursday,20,116
January,0,UA,EWR,Thursday,20,320
January,0,OO,EUG,Thursday,20,89
January,0,AS,SLC,Thursday,20,110
January,0,WN,PHX,Thursday,21,110
January,0,OO,BOI,Thursday,21,92
January,0,AS,PSP,Thursday,21,81
January,0,VX,EWR,Thursday,21,320
January,0,UA,EWR,Thursday,21,320
January,0,B6,JFK,Thursday,21,320
January,0,VX,IAD,Thursday,21,300
January,0,US,PHL,Thursday,22,307
January,0,OO,RDD,Thursday,22,63
January,0,UA,JFK,Thursday,22,330
January,0,UA,SAN,Thursday,22,90
January,0,OO,PSP,Thursday,22,83
January,0,OO,EUG,Thursday,22,90
January,0,US,CLT,Thursday,22,285
January,0,UA,IAD,Thursday,22,311
January,0,UA,PHL,Thursday,22,319
January,0,UA,MCO,Thursday,22,311
January,0,UA,BWI,Thursday,22,309
January,0,UA,PIT,Thursday,22,282
January,0,OO,FAT,Thursday,22,57
January,0,OO,MFR,Thursday,22,74
January,0,OO,RNO,Thursday,22,59
January,0,OO,ACV,Thursday,22,81
January,0,OO,SBA,Thursday,22,78
January,0,OO,RDM,Thursday,22,92
January,0,OO,MRY,Thursday,22,43
January,0,UA,EWR,Thursday,22,309
January,0,OO,LAS,Thursday,22,92
January,0,UA,PDX,Thursday,22,107
January,0,UA,BOS,Thursday,22,330
January,0,DL,ATL,Thursday,22,266
January,0,OO,ONT,Thursday,22,78
January,0,UA,LAX,Thursday,22,85
January,0,UA,SEA,Thursday,22,127
January,0,UA,ORD,Thursday,22,248
January,0,UA,CLE,Thursday,22,284
January,0,AA,MIA,Thursday,22,315
January,0,B6,FLL,Thursday,22,317
January,0,B6,BOS,Thursday,22,328
January,0,UA,MSY,Thursday,22,244
January,0,VX,BOS,Thursday,23,340
January,0,OO,SMF,Thursday,23,43
January,0,UA,IAD,Thursday,23,311
January,0,VX,FLL,Thursday,23,315
January,0,VX,JFK,Thursday,23,335
January,0,UA,IAH,Thursday,23,221
January,0,UA,ORD,Thursday,23,243
January,0,AA,ORD,Thursday,23,245
January,0,OO,AUS,Thursday,23,215
January,0,DL,ATL,Thursday,23,263
January,0,UA,EWR,Thursday,23,303
January,0,AA,MIA,Thursday,23,315
January,0,UA,ORD,Thursday,23,243
January,1,OO,SAT,Thursday,23,211
January,0,US,CLT,Friday,00,286
January,0,DL,MSP,Friday,00,218
January,0,AA,DFW,Friday,00,195
January,0,UA,DEN,Friday,05,146
January,0,WN,LAS,Friday,05,90
January,0,WN,DEN,Friday,05,150
January,0,UA,SEA,Friday,06,133
January,0,UA,LAX,Friday,06,87
January,0,UA,BOS,Friday,06,337
January,0,UA,ORD,Friday,06,257
January,0,US,PHX,Friday,06,114
January,0,WN,LAX,Friday,06,80
January,0,AA,DFW,Friday,06,210
January,0,F9,IAH,Friday,06,225
January,0,UA,EWR,Friday,06,331
January,0,WN,SAN,Friday,06,90
January,0,B6,LGB,Friday,06,81
January,0,DL,SLC,Friday,06,109
January,0,UA,IAH,Friday,06,233
January,0,US,PHL,Friday,06,315
January,0,DL,ATL,Friday,06,270
January,0,WN,SNA,Friday,06,85
January,0,WN,MDW,Friday,06,250
January,0,DL,MSP,Friday,06,228
January,0,UA,ORD,Friday,06,257
January,0,UA,EWR,Friday,06,329
January,0,WN,PHX,Friday,06,115
January,0,DL,JFK,Friday,06,325
January,0,OO,SAN,Friday,06,92
January,0,WN,ATL,Friday,06,280
January,0,VX,LAX,Friday,06,80
January,0,OO,SBA,Friday,06,69
January,0,B6,JFK,Friday,06,322
January,0,UA,EWR,Friday,07,326
January,0,UA,IAH,Friday,07,232
January,0,VX,SEA,Friday,07,125
January,0,VX,SAN,Friday,07,85
January,0,AA,MIA,Friday,07,324
January,0,AS,SEA,Friday,07,120
January,0,AS,PDX,Friday,07,103
January,0,DL,DTW,Friday,07,274
January,0,OO,BOI,Friday,07,102
January,0,UA,SEA,Friday,07,133
January,0,VX,JFK,Friday,07,329
January,0,UA,JFK,Friday,07,335
January,0,AA,DFW,Friday,07,210
January,0,US,CLT,Friday,07,292
January,0,OO,SBP,Friday,07,69
January,0,UA,ORD,Friday,07,257
January,0,VX,ORD,Friday,07,255
January,0,VX,DAL,Friday,07,200
January,0,AA,JFK,Friday,07,340
January,0,UA,SAN,Friday,07,92
January,0,WN,SAN,Friday,07,90
January,0,AA,LAX,Friday,07,85
January,0,OO,SMF,Friday,07,48
January,0,DL,ATL,Friday,07,271
January,0,UA,IAD,Friday,07,299
January,0,DL,MSP,Friday,07,220
January,0,OO,PDX,Friday,07,114
January,0,WN,LAX,Friday,07,80
January,0,VX,EWR,Friday,08,330
January,0,VX,LAX,Friday,08,80
January,0,VX,DCA,Friday,08,300
January,0,B6,BOS,Friday,08,329
January,0,UA,DEN,Friday,08,153
January,0,UA,HNL,Friday,08,334
January,0,OO,EUG,Friday,08,95
January,0,OO,SNA,Friday,08,92
January,0,AA,DFW,Friday,08,210
January,0,UA,BOS,Friday,08,344
January,0,VX,FLL,Friday,08,320
January,0,AA,ORD,Friday,08,250
January,0,UA,EWR,Friday,08,336
January,0,US,PHL,Friday,08,317
January,0,UA,IAH,Friday,08,230
January,0,DL,JFK,Friday,08,325
January,0,OO,LAS,Friday,08,96
January,0,OO,MFR,Friday,08,107
January,0,UA,SEA,Friday,08,133
January,0,OO,MMH,Friday,08,65
January,0,OO,CEC,Friday,08,94
January,0,OO,SBP,Friday,08,68
January,0,OO,SBA,Friday,08,84
January,0,OO,RNO,Friday,08,61
January,0,OO,SLC,Friday,08,112
January,0,OO,ASE,Friday,08,135
January,0,UA,PDX,Friday,08,112
January,0,UA,IAD,Friday,08,299
January,0,HA,HNL,Friday,08,330
January,0,OO,DFW,Friday,08,221
January,0,UA,LAX,Friday,08,88
January,0,UA,JFK,Friday,08,336
January,0,US,CLT,Friday,08,293
January,0,AA,JFK,Friday,08,340
January,0,OO,ONT,Friday,08,78
January,0,OO,ACV,Friday,08,83
January,0,VX,LAS,Friday,09,90
January,0,AA,LAX,Friday,09,90
January,0,AS,PDX,Friday,09,101
January,0,DL,ATL,Friday,09,271
January,0,DL,DTW,Friday,09,278
January,0,F9,DEN,Friday,09,144
January,0,OO,PSP,Friday,09,86
January,0,UA,LIH,Friday,09,342
January,0,OO,BZN,Friday,09,141
January,0,UA,HNL,Friday,09,324
January,0,WN,LAX,Friday,09,80
January,0,OO,SMF,Friday,09,47
January,0,UA,PHX,Friday,09,119
January,0,UA,RDU,Friday,09,299
January,0,UA,OGG,Friday,09,320
January,0,US,PHX,Friday,09,113
January,0,WN,SNA,Friday,09,85
January,0,UA,DEN,Friday,09,152
January,0,VX,JFK,Friday,09,339
January,0,VX,IAD,Friday,09,300
January,0,AS,SEA,Friday,09,125
January,0,AA,DFW,Friday,09,210
January,0,OO,SNA,Friday,09,92
January,0,UA,AUS,Friday,09,213
January,0,VX,BOS,Friday,09,335
January,0,WN,SAN,Friday,09,90
January,0,UA,MCO,Friday,09,310
January,0,HA,OGG,Friday,09,325
January,0,WN,LAS,Friday,09,85
January,0,UA,KOA,Friday,09,326
January,0,UA,ORD,Friday,10,256
January,0,VX,SAN,Friday,10,90
January,0,WN,PHX,Friday,10,115
January,0,WN,LAX,Friday,10,80
January,0,AS,SEA,Friday,10,122
January,0,OO,MRY,Friday,10,44
January,0,UA,LAX,Friday,10,93
January,0,WN,DEN,Friday,10,150
January,0,F9,PHX,Friday,10,115
January,0,UA,EWR,Friday,10,336
January,1,AA,ORD,Friday,10,255
January,0,B6,BOS,Friday,10,332
January,0,VX,AUS,Friday,10,205
January,0,UA,IAD,Friday,10,307
January,0,UA,DFW,Friday,10,214
January,0,OO,SBA,Friday,10,83
January,0,OO,MCI,Friday,10,215
January,0,OO,FAT,Friday,10,66
January,0,OO,SNA,Friday,10,92
January,0,OO,BOI,Friday,10,96
January,0,OO,EUG,Friday,10,95
January,0,UA,ORD,Friday,10,262
January,0,UA,LAS,Friday,10,96
January,0,UA,STL,Friday,10,230
January,0,UA,MSP,Friday,10,226
January,0,OO,OKC,Friday,10,195
January,0,OO,RNO,Friday,10,59
January,0,OO,TUS,Friday,10,121
January,0,OO,ONT,Friday,10,78
January,0,OO,BUR,Friday,10,72
January,0,UA,SEA,Friday,10,133
January,0,AA,DFW,Friday,10,210
January,0,OO,ABQ,Friday,10,141
January,0,UA,DEN,Friday,10,150
January,0,UA,ORD,Friday,10,255
January,0,UA,ATL,Friday,10,281
January,0,UA,JFK,Friday,10,330
January,0,UA,IAH,Friday,10,230
January,0,OO,SUN,Friday,10,113
January,0,OO,SAT,Friday,10,214
January,0,UA,PDX,Friday,10,112
January,0,UA,AUS,Friday,10,213
January,0,UA,SAN,Friday,11,91
January,0,US,PHL,Friday,11,318
January,0,UA,LAX,Friday,11,93
January,0,UA,BOS,Friday,11,338
January,0,VX,LAX,Friday,11,80
January,0,US,CLT,Friday,11,293
January,0,UA,HNL,Friday,11,324
January,0,VX,ORD,Friday,11,255
January,0,UA,PHL,Friday,11,323
January,0,WN,SAN,Friday,11,90
January,0,DL,DTW,Friday,11,272
January,0,WN,LAX,Friday,11,80
January,0,WN,MKE,Friday,11,240
January,0,DL,JFK,Friday,11,328
January,0,OO,PSP,Friday,11,87
January,0,UA,ORD,Friday,11,261
January,0,UA,IAD,Friday,11,309
January,0,VX,DAL,Friday,11,200
January,0,AA,DFW,Friday,11,210
January,0,OO,SLC,Friday,11,112
January,0,WN,LAS,Friday,11,85
January,0,AA,MIA,Friday,11,321
January,0,DL,ATL,Friday,11,274
January,0,OO,SMF,Friday,11,47
January,0,OO,ACV,Friday,11,81
January,0,UA,IAH,Friday,11,227
January,0,US,PHX,Friday,11,111
January,0,B6,JFK,Friday,12,330
January,0,OO,OTH,Friday,12,91
January,0,UA,LAX,Friday,12,93
January,0,UA,LAS,Friday,12,97
January,0,WN,SNA,Friday,12,85
January,0,AA,LAX,Friday,12,80
January,0,UA,EWR,Friday,12,337
January,0,VX,LAS,Friday,12,90
January,0,AA,ORD,Friday,12,255
January,0,OO,MFR,Friday,12,82
January,0,OO,JAC,Friday,12,130
January,0,DL,MSP,Friday,12,225
January,0,WN,STL,Friday,12,230
January,0,OO,FAT,Friday,12,61
January,0,UA,IAH,Friday,12,220
January,0,OO,BUR,Friday,12,72
January,0,OO,RDD,Friday,12,67
January,0,AA,JFK,Friday,12,330
January,0,OO,SBP,Friday,12,69
January,0,UA,SAN,Friday,12,92
January,0,UA,ORD,Friday,12,250
January,0,UA,PHX,Friday,12,122
January,0,UA,EWR,Friday,12,333
January,0,WN,LAX,Friday,12,80
January,0,OO,RNO,Friday,12,61
January,0,OO,ONT,Friday,12,78
January,0,AS,PDX,Friday,12,98
January,0,OO,PSP,Friday,12,87
January,0,UA,IAD,Friday,13,299
January,0,UA,DEN,Friday,13,150
January,0,AS,SEA,Friday,13,123
January,0,OO,SLC,Friday,13,105
January,0,OO,SBA,Friday,13,83
January,0,UA,CLE,Friday,13,280
January,0,DL,DTW,Friday,13,271
January,0,AA,DFW,Friday,13,210
January,0,B6,LGB,Friday,13,82
January,0,OO,SLC,Friday,13,113
January,0,OO,MRY,Friday,13,46
January,0,OO,LAS,Friday,13,96
January,0,UA,EWR,Friday,13,336
January,0,UA,SEA,Friday,13,130
January,0,US,CLT,Friday,13,290
January,0,UA,LAX,Friday,13,96
January,0,UA,JFK,Friday,13,330
January,0,VX,LAX,Friday,13,75
January,0,WN,ATL,Friday,13,270
January,0,OO,EUG,Friday,13,96
January,0,UA,SNA,Friday,13,91
January,0,US,PHL,Friday,13,310
January,0,VX,LAS,Friday,13,90
January,0,WN,SAN,Friday,13,95
January,0,OO,PDX,Friday,13,110
January,0,VX,JFK,Friday,13,330
January,0,UA,DCA,Friday,13,303
January,0,UA,IAH,Friday,13,210
January,0,WN,LAS,Friday,13,90
January,0,UA,ORD,Friday,13,257
January,0,UA,DFW,Friday,13,205
January,0,OO,SMF,Friday,13,47
January,0,OO,PSP,Friday,13,86
January,0,UA,MCO,Friday,14,308
January,0,VX,EWR,Friday,14,330
January,0,OO,SAT,Friday,14,210
January,0,WN,DEN,Friday,14,150
January,0,WN,SNA,Friday,14,85
January,0,OO,TUS,Friday,14,125
January,0,UA,FLL,Friday,14,329
January,0,DL,ATL,Friday,14,269
January,0,AA,ORD,Friday,14,255
January,0,UA,IAH,Friday,14,225
January,0,WN,MDW,Friday,14,250
January,0,OO,BFL,Friday,14,77
January,0,UA,DEN,Friday,14,147
January,0,OO,MFR,Friday,14,79
January,0,VX,SEA,Friday,14,120
January,0,AA,DFW,Friday,14,205
January,0,OO,ACV,Friday,14,83
January,0,UA,IND,Friday,14,258
January,0,OO,BOI,Friday,14,96
January,0,OO,BUR,Friday,14,74
January,0,VX,LAS,Friday,14,90
January,0,VX,IAD,Friday,14,300
January,0,B6,FLL,Friday,14,312
January,0,UA,RDU,Friday,14,299
January,0,UA,EWR,Friday,14,322
January,0,WN,PHX,Friday,14,110
January,0,AS,PSP,Friday,14,84
January,0,OO,LAS,Friday,14,94
January,0,UA,BOS,Friday,14,333
